What is your current age?,What is your gender identity?,Which year of study are you currently in?,"Do you live on-campus (e.g., dormitory/hostel)?","On a typical weekday, how many hours do you spend on academic study (classes, homework, studying)?",I feel overwhelmed by my academic workload.,"How often do you participate in extracurricular activities (clubs, sports, volunteering)?",I am generally satisfied with my current academic performance.,Do you hold a part-time job while attending college?,How stressed have you felt over the past month?,I feel like I have a good handle on managing my stress.,How satisfied are you with your life right now?,How often do you feel anxious or worried about the future?,I feel comfortable seeking professional help (counseling/therapy) if I needed it.,Approximately how many close friends (people you confide in) do you have in college?,I feel a strong sense of belonging within the college community.,How often do you participate in social activities (not study-related) in a week?,I feel lonely often.,I have supportive family members I can rely on.,"On average, how many hours do you sleep per night?","I follow a healthy, balanced diet most of the time.","How often do you engage in vigorous physical exercise (e.g., running, gym, sports) per week?",How would you rate your general physical health?,Do you regularly consume energy drinks or excessive caffeine (4+ cups of coffee/day)?,I am worried about my current financial situation.,I feel prepared for my career or life after graduation.,Do you feel the college is adequately preparing you for your future career?,How confident are you about achieving your long-term goals?,I frequently worry about making large student loan payments or debt after college.,Do you regularly track your personal spending/budget?,Who do you feel closest to?,Are you a single child?,Are you currently in a relationship?,Do you feel you have achieved your dreams?,Are you currently employed?,How would you describe your personality?,Do you love yourself?,Do you care about what others think of you?,I often compare my life to others on social media.,"I feel comfortable saying ""no"" to people when I need to.",Do you have a clear set of goals for the next 5 years?,I generally have a positive outlook on life.,Are you in Relationship?,
26+,Female,Third Year,No,7-9 hours,TRUE,Rarely/Never,Strongly Agree,Yes,Low,FALSE,Satisfied,Always/Most of the time,TRUE,0-1,Disagree,3-4 times,TRUE,No,5-6 hours,FALSE,5+ days,Good,No,Not at all worried,Strongly Disagree,Yes,High,FALSE,Yes,Parents,Yes,,,,Extrovert,,No,TRUE,TRUE,Yes,FALSE,,
26+,Female,Third Year,Yes,10+ hours,TRUE,Once a month,Strongly Agree,Yes,Moderate,TRUE,Satisfied,Often,TRUE,02-Mar,Strongly Disagree,1-2 times,TRUE,No,5-6 hours,TRUE,5+ days,Excellent,No,Very worried,Strongly Agree,Yes,Moderate,TRUE,Yes,Guardian,Yes,,,,Introvert,,Yes,TRUE,TRUE,No,TRUE,,
16-19,Female,First Year,No,10+ hours,FALSE,Multiple times a week,Disagree,Yes,Moderate,FALSE,Satisfied,Sometimes,TRUE,7+,Agree,3-4 times,TRUE,No,9+ hours,FALSE,3-4 days,Excellent,Yes,Very worried,Agree,No,Very Low,FALSE,Yes,Cousin,No,,,,Extrovert,,No,TRUE,TRUE,No,TRUE,,
26+,Male,Second Year,Yes,4-6 hours,TRUE,Multiple times a week,Strongly Disagree,No,High,FALSE,Satisfied,Always/Most of the time,FALSE,04-Jun,Disagree,1-2 times,TRUE,No,5-6 hours,TRUE,1-2 days,Fair,Yes,Slightly worried,Agree,Yes,Low,FALSE,Yes,Friend,No,,,,Ambivert (Neutral),,No,FALSE,TRUE,No,TRUE,,
23-25,Male,Fourth Year/Above,Yes,10+ hours,TRUE,Once a month,Agree,Yes,Very Low,TRUE,Very Dissatisfied,Always/Most of the time,TRUE,02-Mar,Disagree,0 times,TRUE,Yes,< 5 hours,FALSE,1-2 days,Fair,No,Slightly worried,Strongly Disagree,Yes,Moderate,FALSE,No,Friend,Yes,,,,Extrovert,,No,TRUE,TRUE,Yes,TRUE,,
26+,Male,Third Year,Yes,< 4 hours,TRUE,Once a week,Strongly Agree,Yes,Low,FALSE,Satisfied,Often,TRUE,7+,Disagree,3-4 times,FALSE,Yes,5-6 hours,FALSE,1-2 days,Good,Yes,Moderately worried,Disagree,Yes,Moderate,FALSE,Yes,Guardian,Yes,,,,Extrovert,,No,FALSE,TRUE,Yes,TRUE,,
20-22,Male,First Year,No,7-9 hours,TRUE,Rarely/Never,Agree,No,Low,FALSE,Dissatisfied,Never/Rarely,TRUE,04-Jun,Strongly Agree,1-2 times,TRUE,No,5-6 hours,FALSE,3-4 days,Poor,Yes,Not at all worried,Strongly Agree,Yes,Moderate,FALSE,Yes,Guardian,No,,,,Introvert,,Yes,TRUE,FALSE,Yes,FALSE,,
23-25,Male,Fourth Year/Above,Yes,< 4 hours,FALSE,Rarely/Never,Disagree,Yes,Moderate,TRUE,Very Dissatisfied,Always/Most of the time,FALSE,04-Jun,Strongly Disagree,3-4 times,TRUE,Yes,5-6 hours,TRUE,0 days,Fair,Yes,Moderately worried,Strongly Agree,Yes,Moderate,TRUE,Yes,Friend,No,,,,Extrovert,,Yes,FALSE,FALSE,Yes,TRUE,,
23-25,Female,Second Year,Yes,7-9 hours,FALSE,Rarely/Never,Strongly Agree,Yes,Very Low,FALSE,Dissatisfied,Always/Most of the time,TRUE,7+,Disagree,5+ times,FALSE,No,7-8 hours,FALSE,0 days,Poor,No,Not at all worried,Disagree,Yes,Low,TRUE,No,Guardian,No,,,,Ambivert (Neutral),,No,TRUE,TRUE,Yes,FALSE,,
16-19,Prefer not to say,Fourth Year/Above,No,10+ hours,FALSE,Once a week,Agree,Yes,High,FALSE,Satisfied,Sometimes,FALSE,0-1,Disagree,3-4 times,FALSE,No,9+ hours,FALSE,1-2 days,Good,No,Very worried,Agree,No,High,TRUE,No,Guardian,Yes,,,,Extrovert,,No,FALSE,FALSE,No,FALSE,,
26+,Male,First Year,Yes,4-6 hours,FALSE,Once a week,Strongly Agree,No,Very Low,FALSE,Very Satisfied,Always/Most of the time,TRUE,04-Jun,Strongly Disagree,0 times,FALSE,Yes,< 5 hours,FALSE,5+ days,Poor,Yes,Moderately worried,Disagree,Yes,Very Low,TRUE,Yes,Guardian,Yes,,,,Introvert,,Yes,FALSE,FALSE,Yes,TRUE,,
16-19,Female,Third Year,Yes,10+ hours,FALSE,Once a month,Strongly Agree,No,Low,TRUE,Very Satisfied,Sometimes,TRUE,04-Jun,Strongly Disagree,5+ times,TRUE,No,9+ hours,FALSE,1-2 days,Good,Yes,Moderately worried,Strongly Disagree,Yes,High,TRUE,No,Parents,Yes,,,,Extrovert,,Yes,TRUE,FALSE,Yes,FALSE,,
16-19,Female,Fourth Year/Above,Yes,< 4 hours,FALSE,Once a week,Strongly Disagree,Yes,High,FALSE,Very Satisfied,Always/Most of the time,TRUE,0-1,Disagree,0 times,TRUE,No,9+ hours,FALSE,5+ days,Good,No,Moderately worried,Disagree,Yes,Low,FALSE,No,Guardian,No,,,,Extrovert,,Yes,TRUE,FALSE,Yes,FALSE,,
16-19,Female,Fourth Year/Above,Yes,< 4 hours,TRUE,Multiple times a week,Disagree,No,Moderate,TRUE,Very Dissatisfied,Often,FALSE,02-Mar,Agree,0 times,TRUE,Yes,7-8 hours,FALSE,0 days,Poor,No,Moderately worried,Strongly Agree,No,Low,FALSE,Yes,Guardian,Yes,,,,Extrovert,,Yes,TRUE,FALSE,No,FALSE,,
16-19,Male,First Year,Yes,7-9 hours,TRUE,Once a month,Strongly Agree,No,Very Low,FALSE,Very Dissatisfied,Often,FALSE,02-Mar,Strongly Agree,5+ times,FALSE,Yes,7-8 hours,FALSE,0 days,Poor,No,Moderately worried,Strongly Disagree,No,Low,TRUE,No,Parents,No,,,,Introvert,,Yes,FALSE,TRUE,No,FALSE,,
23-25,Non-binary,Fourth Year/Above,No,7-9 hours,TRUE,Once a week,Disagree,No,Low,TRUE,Satisfied,Often,FALSE,04-Jun,Disagree,3-4 times,TRUE,Yes,5-6 hours,FALSE,5+ days,Fair,No,Very worried,Strongly Agree,Yes,Moderate,FALSE,No,Friend,No,,,,Introvert,,Yes,TRUE,FALSE,No,TRUE,,
20-22,Prefer not to say,First Year,Yes,7-9 hours,TRUE,Multiple times a week,Disagree,Yes,Very Low,TRUE,Very Satisfied,Sometimes,TRUE,02-Mar,Strongly Disagree,1-2 times,TRUE,No,7-8 hours,TRUE,3-4 days,Excellent,No,Not at all worried,Strongly Agree,Yes,Very Low,TRUE,Yes,Guardian,No,,,,Introvert,,Yes,TRUE,FALSE,No,TRUE,,
26+,Non-binary,Third Year,No,7-9 hours,TRUE,Rarely/Never,Agree,Yes,Very Low,FALSE,Satisfied,Always/Most of the time,FALSE,02-Mar,Disagree,5+ times,TRUE,No,< 5 hours,TRUE,3-4 days,Excellent,No,Slightly worried,Strongly Disagree,Yes,High,TRUE,No,Parents,Yes,,,,Ambivert (Neutral),,No,FALSE,FALSE,No,TRUE,,
26+,Male,First Year,No,10+ hours,FALSE,Rarely/Never,Strongly Agree,No,Moderate,FALSE,Dissatisfied,Often,TRUE,7+,Strongly Disagree,5+ times,FALSE,No,< 5 hours,FALSE,3-4 days,Fair,Yes,Slightly worried,Agree,Yes,Very Low,TRUE,No,Friend,Yes,,,,Introvert,,Yes,FALSE,FALSE,Yes,FALSE,,
20-22,Prefer not to say,Second Year,Yes,10+ hours,FALSE,Once a week,Strongly Agree,Yes,Moderate,TRUE,Very Satisfied,Sometimes,TRUE,04-Jun,Strongly Disagree,5+ times,TRUE,No,7-8 hours,TRUE,3-4 days,Excellent,No,Very worried,Disagree,No,Moderate,FALSE,No,Cousin,No,,,,Extrovert,,No,FALSE,FALSE,No,FALSE,,
23-25,Male,Fourth Year/Above,No,< 4 hours,TRUE,Once a week,Agree,Yes,Low,TRUE,Very Satisfied,Sometimes,TRUE,04-Jun,Strongly Agree,3-4 times,FALSE,No,9+ hours,TRUE,5+ days,Fair,Yes,Not at all worried,Agree,Yes,Moderate,FALSE,Yes,Parents,Yes,,,,Extrovert,,No,TRUE,FALSE,Yes,TRUE,,
26+,Male,Third Year,Yes,4-6 hours,TRUE,Multiple times a week,Disagree,Yes,High,TRUE,Dissatisfied,Sometimes,TRUE,7+,Agree,3-4 times,FALSE,No,7-8 hours,FALSE,1-2 days,Poor,Yes,Slightly worried,Strongly Disagree,No,Very Low,TRUE,Yes,Parents,Yes,,,,Ambivert (Neutral),,No,FALSE,FALSE,No,FALSE,,
23-25,Male,First Year,Yes,< 4 hours,TRUE,Once a week,Disagree,Yes,Low,FALSE,Very Satisfied,Sometimes,FALSE,7+,Strongly Agree,0 times,FALSE,Yes,7-8 hours,FALSE,1-2 days,Poor,Yes,Very worried,Disagree,No,Low,TRUE,No,Parents,Yes,,,,Introvert,,No,TRUE,TRUE,No,FALSE,,
26+,Non-binary,First Year,Yes,4-6 hours,TRUE,Once a week,Disagree,No,Moderate,TRUE,Satisfied,Sometimes,FALSE,02-Mar,Agree,5+ times,TRUE,Yes,7-8 hours,TRUE,5+ days,Good,Yes,Not at all worried,Strongly Disagree,Yes,High,TRUE,No,Guardian,No,,,,Introvert,,No,TRUE,FALSE,No,TRUE,,
20-22,Non-binary,First Year,Yes,< 4 hours,FALSE,Rarely/Never,Strongly Agree,No,High,FALSE,Dissatisfied,Never/Rarely,FALSE,02-Mar,Agree,0 times,TRUE,Yes,< 5 hours,TRUE,1-2 days,Excellent,Yes,Slightly worried,Strongly Disagree,No,High,FALSE,No,Friend,No,,,,Ambivert (Neutral),,Yes,FALSE,TRUE,No,TRUE,,
16-19,Female,Second Year,No,< 4 hours,FALSE,Multiple times a week,Strongly Disagree,Yes,Very Low,TRUE,Satisfied,Often,FALSE,7+,Strongly Agree,3-4 times,TRUE,No,5-6 hours,FALSE,3-4 days,Excellent,No,Slightly worried,Strongly Agree,No,High,TRUE,Yes,Parents,Yes,,,,Ambivert (Neutral),,Yes,TRUE,TRUE,Yes,TRUE,,
16-19,Female,Second Year,Yes,10+ hours,TRUE,Rarely/Never,Strongly Disagree,Yes,Very Low,FALSE,Satisfied,Sometimes,TRUE,02-Mar,Agree,1-2 times,FALSE,Yes,9+ hours,TRUE,0 days,Poor,Yes,Very worried,Strongly Disagree,No,Very Low,TRUE,No,Parents,No,,,,Extrovert,,Yes,TRUE,TRUE,No,TRUE,,
23-25,Female,Third Year,Yes,4-6 hours,TRUE,Multiple times a week,Agree,No,High,TRUE,Dissatisfied,Never/Rarely,TRUE,04-Jun,Agree,3-4 times,TRUE,Yes,< 5 hours,FALSE,3-4 days,Good,Yes,Not at all worried,Agree,No,Low,TRUE,No,Cousin,No,,,,Introvert,,Yes,TRUE,TRUE,No,FALSE,,
26+,Prefer not to say,Third Year,Yes,10+ hours,FALSE,Once a month,Agree,No,Moderate,TRUE,Dissatisfied,Never/Rarely,FALSE,0-1,Strongly Agree,0 times,TRUE,Yes,5-6 hours,TRUE,1-2 days,Excellent,No,Moderately worried,Disagree,No,Moderate,TRUE,Yes,Cousin,No,,,,Extrovert,,Yes,TRUE,TRUE,No,FALSE,,
16-19,Female,Third Year,No,7-9 hours,FALSE,Rarely/Never,Strongly Agree,No,Moderate,FALSE,Dissatisfied,Sometimes,TRUE,04-Jun,Disagree,5+ times,FALSE,No,< 5 hours,FALSE,5+ days,Poor,No,Not at all worried,Strongly Agree,No,High,TRUE,No,Parents,No,,,,Introvert,,Yes,TRUE,FALSE,Yes,FALSE,,
20-22,Male,First Year,Yes,10+ hours,FALSE,Once a week,Agree,No,High,TRUE,Dissatisfied,Often,TRUE,02-Mar,Strongly Agree,1-2 times,TRUE,Yes,7-8 hours,TRUE,5+ days,Fair,No,Moderately worried,Agree,No,Moderate,FALSE,No,Parents,Yes,,,,Extrovert,,No,FALSE,TRUE,Yes,TRUE,,
16-19,Prefer not to say,First Year,No,7-9 hours,TRUE,Once a month,Disagree,Yes,Low,TRUE,Satisfied,Never/Rarely,TRUE,7+,Agree,0 times,FALSE,No,5-6 hours,TRUE,3-4 days,Excellent,Yes,Very worried,Disagree,No,Very Low,TRUE,Yes,Cousin,Yes,,,,Ambivert (Neutral),,No,FALSE,TRUE,Yes,FALSE,,
20-22,Female,Second Year,No,4-6 hours,FALSE,Once a month,Disagree,Yes,Low,TRUE,Dissatisfied,Sometimes,FALSE,02-Mar,Disagree,0 times,TRUE,No,9+ hours,TRUE,1-2 days,Good,No,Not at all worried,Strongly Disagree,No,Low,FALSE,No,Guardian,Yes,,,,Extrovert,,No,TRUE,FALSE,No,TRUE,,
23-25,Non-binary,First Year,Yes,7-9 hours,FALSE,Once a month,Strongly Disagree,Yes,High,FALSE,Satisfied,Sometimes,FALSE,7+,Strongly Disagree,1-2 times,FALSE,No,< 5 hours,FALSE,1-2 days,Excellent,Yes,Slightly worried,Agree,No,Low,TRUE,Yes,Cousin,No,,,,Ambivert (Neutral),,Yes,TRUE,TRUE,Yes,FALSE,,
20-22,Female,Second Year,No,7-9 hours,FALSE,Once a month,Disagree,No,High,TRUE,Very Dissatisfied,Never/Rarely,TRUE,04-Jun,Strongly Agree,5+ times,TRUE,Yes,5-6 hours,FALSE,5+ days,Fair,Yes,Very worried,Disagree,Yes,Moderate,TRUE,Yes,Guardian,Yes,,,,Extrovert,,Yes,FALSE,FALSE,Yes,FALSE,,
20-22,Male,Third Year,Yes,10+ hours,TRUE,Rarely/Never,Agree,Yes,Low,TRUE,Very Dissatisfied,Sometimes,TRUE,0-1,Strongly Agree,1-2 times,FALSE,No,9+ hours,TRUE,1-2 days,Good,Yes,Moderately worried,Strongly Disagree,Yes,Low,TRUE,No,Parents,Yes,,,,Extrovert,,No,TRUE,FALSE,Yes,TRUE,,
26+,Prefer not to say,First Year,No,7-9 hours,TRUE,Rarely/Never,Strongly Agree,No,Moderate,TRUE,Very Dissatisfied,Often,FALSE,0-1,Disagree,5+ times,TRUE,No,7-8 hours,FALSE,1-2 days,Excellent,Yes,Not at all worried,Disagree,No,High,TRUE,Yes,Friend,Yes,,,,Extrovert,,Yes,FALSE,TRUE,No,FALSE,,
26+,Male,Third Year,Yes,< 4 hours,FALSE,Once a month,Strongly Disagree,Yes,Very Low,TRUE,Satisfied,Never/Rarely,FALSE,02-Mar,Strongly Disagree,1-2 times,TRUE,No,9+ hours,FALSE,1-2 days,Fair,No,Moderately worried,Agree,Yes,High,TRUE,No,Friend,No,,,,Extrovert,,Yes,FALSE,FALSE,Yes,TRUE,,
20-22,Prefer not to say,Third Year,No,10+ hours,TRUE,Once a week,Agree,No,Moderate,FALSE,Very Dissatisfied,Always/Most of the time,TRUE,7+,Agree,0 times,TRUE,Yes,< 5 hours,TRUE,5+ days,Fair,No,Slightly worried,Strongly Agree,Yes,Low,TRUE,No,Guardian,Yes,,,,Ambivert (Neutral),,Yes,TRUE,FALSE,No,FALSE,,
20-22,Prefer not to say,First Year,No,4-6 hours,FALSE,Multiple times a week,Strongly Disagree,No,High,TRUE,Dissatisfied,Sometimes,FALSE,7+,Agree,1-2 times,FALSE,No,< 5 hours,TRUE,1-2 days,Fair,Yes,Moderately worried,Strongly Agree,No,Low,FALSE,No,Parents,No,,,,Extrovert,,No,TRUE,TRUE,Yes,TRUE,,
16-19,Non-binary,Third Year,No,< 4 hours,FALSE,Once a week,Agree,Yes,Low,TRUE,Very Dissatisfied,Sometimes,TRUE,0-1,Strongly Disagree,1-2 times,TRUE,No,9+ hours,TRUE,0 days,Excellent,Yes,Very worried,Disagree,Yes,Very Low,FALSE,Yes,Guardian,No,,,,Extrovert,,No,TRUE,TRUE,No,TRUE,,
23-25,Female,Second Year,Yes,7-9 hours,FALSE,Once a month,Agree,No,Moderate,TRUE,Satisfied,Often,TRUE,0-1,Disagree,0 times,TRUE,Yes,9+ hours,FALSE,5+ days,Poor,Yes,Moderately worried,Strongly Agree,Yes,Very Low,TRUE,Yes,Guardian,Yes,,,,Ambivert (Neutral),,No,TRUE,TRUE,Yes,TRUE,,
23-25,Male,Second Year,No,7-9 hours,FALSE,Once a week,Disagree,Yes,Low,FALSE,Very Dissatisfied,Never/Rarely,FALSE,7+,Disagree,3-4 times,FALSE,Yes,< 5 hours,FALSE,1-2 days,Fair,Yes,Not at all worried,Strongly Disagree,Yes,Low,TRUE,Yes,Parents,No,,,,Extrovert,,Yes,TRUE,TRUE,Yes,FALSE,,
16-19,Prefer not to say,Fourth Year/Above,No,< 4 hours,TRUE,Multiple times a week,Agree,No,Moderate,FALSE,Very Satisfied,Never/Rarely,TRUE,04-Jun,Strongly Disagree,1-2 times,FALSE,No,< 5 hours,FALSE,5+ days,Poor,No,Moderately worried,Disagree,No,High,FALSE,Yes,Cousin,No,,,,Ambivert (Neutral),,Yes,TRUE,FALSE,Yes,FALSE,,
16-19,Non-binary,First Year,No,< 4 hours,FALSE,Multiple times a week,Disagree,Yes,Very Low,FALSE,Very Satisfied,Often,FALSE,04-Jun,Disagree,3-4 times,FALSE,Yes,< 5 hours,TRUE,1-2 days,Excellent,No,Slightly worried,Disagree,Yes,Very Low,TRUE,No,Guardian,Yes,,,,Extrovert,,Yes,TRUE,TRUE,Yes,TRUE,,
16-19,Non-binary,Third Year,No,10+ hours,TRUE,Once a week,Strongly Disagree,No,Moderate,FALSE,Satisfied,Often,FALSE,7+,Agree,0 times,TRUE,No,7-8 hours,TRUE,5+ days,Fair,No,Moderately worried,Disagree,Yes,Low,FALSE,No,Cousin,No,,,,Introvert,,Yes,TRUE,TRUE,No,FALSE,,
23-25,Female,Third Year,No,< 4 hours,FALSE,Once a week,Agree,No,High,FALSE,Satisfied,Sometimes,TRUE,02-Mar,Strongly Disagree,3-4 times,FALSE,No,5-6 hours,FALSE,3-4 days,Good,No,Moderately worried,Disagree,Yes,Moderate,TRUE,No,Parents,Yes,,,,Extrovert,,No,TRUE,FALSE,Yes,FALSE,,
20-22,Prefer not to say,Fourth Year/Above,Yes,10+ hours,FALSE,Once a week,Disagree,No,Very Low,FALSE,Dissatisfied,Never/Rarely,FALSE,7+,Disagree,3-4 times,FALSE,Yes,< 5 hours,TRUE,5+ days,Excellent,Yes,Slightly worried,Agree,No,Moderate,FALSE,Yes,Guardian,No,,,,Ambivert (Neutral),,No,TRUE,FALSE,No,TRUE,,
16-19,Prefer not to say,Third Year,No,< 4 hours,FALSE,Once a month,Agree,No,High,TRUE,Very Satisfied,Always/Most of the time,FALSE,02-Mar,Disagree,0 times,FALSE,Yes,9+ hours,TRUE,0 days,Good,No,Slightly worried,Strongly Agree,Yes,Moderate,TRUE,Yes,Cousin,Yes,,,,Introvert,,No,FALSE,FALSE,Yes,FALSE,,
23-25,Male,Fourth Year/Above,Yes,10+ hours,TRUE,Once a month,Disagree,Yes,Very Low,TRUE,Satisfied,Sometimes,TRUE,7+,Strongly Disagree,1-2 times,FALSE,Yes,9+ hours,FALSE,5+ days,Good,No,Not at all worried,Disagree,Yes,High,FALSE,Yes,Parents,Yes,,,,Introvert,,No,FALSE,FALSE,No,FALSE,,
20-22,Female,Fourth Year/Above,No,4-6 hours,TRUE,Multiple times a week,Strongly Agree,Yes,Very Low,TRUE,Very Satisfied,Often,FALSE,04-Jun,Strongly Disagree,0 times,FALSE,Yes,7-8 hours,TRUE,3-4 days,Excellent,No,Moderately worried,Disagree,No,Very Low,TRUE,No,Cousin,No,,,,Ambivert (Neutral),,Yes,FALSE,TRUE,No,TRUE,,
20-22,Non-binary,First Year,No,< 4 hours,TRUE,Once a month,Strongly Disagree,Yes,Low,TRUE,Very Satisfied,Never/Rarely,FALSE,02-Mar,Strongly Agree,3-4 times,FALSE,Yes,9+ hours,TRUE,0 days,Poor,Yes,Moderately worried,Strongly Disagree,No,Low,FALSE,No,Parents,Yes,,,,Introvert,,Yes,TRUE,TRUE,Yes,TRUE,,
26+,Prefer not to say,Second Year,No,7-9 hours,FALSE,Rarely/Never,Strongly Disagree,No,Moderate,TRUE,Satisfied,Often,TRUE,7+,Disagree,1-2 times,FALSE,No,9+ hours,TRUE,1-2 days,Good,Yes,Not at all worried,Agree,Yes,High,FALSE,Yes,Guardian,Yes,,,,Ambivert (Neutral),,Yes,FALSE,FALSE,No,FALSE,,
26+,Prefer not to say,Second Year,Yes,7-9 hours,FALSE,Rarely/Never,Strongly Agree,No,Low,FALSE,Very Satisfied,Always/Most of the time,FALSE,04-Jun,Strongly Disagree,1-2 times,TRUE,No,< 5 hours,TRUE,1-2 days,Poor,No,Not at all worried,Disagree,No,High,FALSE,Yes,Friend,No,,,,Introvert,,Yes,FALSE,TRUE,No,FALSE,,
23-25,Male,Third Year,Yes,10+ hours,FALSE,Multiple times a week,Disagree,Yes,High,TRUE,Very Satisfied,Often,FALSE,7+,Disagree,3-4 times,TRUE,No,9+ hours,TRUE,5+ days,Poor,No,Slightly worried,Agree,No,Very Low,FALSE,Yes,Guardian,Yes,,,,Extrovert,,Yes,TRUE,TRUE,Yes,TRUE,,
26+,Male,First Year,Yes,7-9 hours,TRUE,Multiple times a week,Disagree,No,High,FALSE,Satisfied,Always/Most of the time,FALSE,04-Jun,Strongly Agree,5+ times,TRUE,Yes,5-6 hours,TRUE,1-2 days,Good,Yes,Slightly worried,Strongly Agree,No,Low,FALSE,Yes,Cousin,No,,,,Extrovert,,Yes,FALSE,FALSE,No,TRUE,,
26+,Female,Fourth Year/Above,No,7-9 hours,TRUE,Multiple times a week,Disagree,No,High,TRUE,Satisfied,Sometimes,TRUE,0-1,Strongly Disagree,0 times,FALSE,No,5-6 hours,FALSE,5+ days,Poor,No,Moderately worried,Agree,No,Very Low,FALSE,Yes,Friend,No,,,,Introvert,,Yes,FALSE,FALSE,No,FALSE,,
16-19,Female,Third Year,No,< 4 hours,TRUE,Rarely/Never,Strongly Agree,No,Moderate,TRUE,Satisfied,Often,FALSE,02-Mar,Agree,0 times,FALSE,No,< 5 hours,TRUE,3-4 days,Poor,No,Slightly worried,Strongly Disagree,No,Low,FALSE,No,Cousin,Yes,,,,Introvert,,Yes,FALSE,FALSE,No,FALSE,,
20-22,Male,Third Year,Yes,< 4 hours,TRUE,Rarely/Never,Disagree,No,High,TRUE,Dissatisfied,Always/Most of the time,TRUE,02-Mar,Agree,3-4 times,TRUE,Yes,< 5 hours,FALSE,3-4 days,Poor,Yes,Very worried,Disagree,No,Moderate,TRUE,Yes,No one,No,,,,Ambivert (Neutral),,Yes,FALSE,FALSE,No,FALSE,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-19,Female,Third Year,Yes,4-6 hours,TRUE,Once a month,Disagree,No,High,TRUE,Satisfied,Often,TRUE,0-1,Agree,3-4 times,TRUE,Yes,5-6 hours,TRUE,5+ days,Good,Yes,Not at all worried,Strongly Agree,Yes,Very Low,TRUE,No,Guardian,No,,,,Extrovert,,Yes,TRUE,FALSE,Yes,TRUE,,
20-22,Female,Fourth Year/Above,Yes,4-6 hours,FALSE,Once a week,Disagree,Yes,Low,TRUE,Very Dissatisfied,Often,FALSE,0-1,Agree,5+ times,FALSE,No,5-6 hours,FALSE,3-4 days,Good,Yes,Not at all worried,Strongly Disagree,Yes,Moderate,FALSE,No,Friend,No,,,,Ambivert (Neutral),,No,TRUE,FALSE,No,FALSE,,
20-22,Female,Third Year,Yes,7-9 hours,TRUE,Rarely/Never,Agree,No,High,FALSE,Dissatisfied,Always/Most of the time,TRUE,04-Jun,Disagree,1-2 times,FALSE,Yes,7-8 hours,FALSE,5+ days,Fair,Yes,Moderately worried,Agree,No,Very Low,FALSE,No,Parents,No,,,,Ambivert (Neutral),,Yes,TRUE,FALSE,No,FALSE,,
20-22,Male,First Year,Yes,10+ hours,TRUE,Once a month,Disagree,Yes,High,FALSE,Very Satisfied,Sometimes,FALSE,02-Mar,Disagree,5+ times,FALSE,Yes,< 5 hours,FALSE,0 days,Good,No,Slightly worried,Disagree,Yes,Low,FALSE,Yes,Parents,Yes,,,,Ambivert (Neutral),,Yes,TRUE,TRUE,No,FALSE,,
16-19,Female,Third Year,No,< 4 hours,TRUE,Multiple times a week,Disagree,No,Moderate,TRUE,Very Dissatisfied,Often,TRUE,04-Jun,Strongly Disagree,5+ times,TRUE,Yes,< 5 hours,FALSE,0 days,Poor,Yes,Not at all worried,Strongly Disagree,No,Low,TRUE,Yes,Parents,No,,,,Introvert,,Yes,FALSE,FALSE,Yes,FALSE,,
20-22,Male,Third Year,Yes,4-6 hours,TRUE,Multiple times a week,Agree,No,Moderate,FALSE,Dissatisfied,Never/Rarely,TRUE,02-Mar,Disagree,3-4 times,TRUE,Yes,< 5 hours,FALSE,3-4 days,Excellent,No,Very worried,Disagree,Yes,Low,TRUE,No,Parents,No,,,,Ambivert (Neutral),,Yes,TRUE,TRUE,No,TRUE,,
16-19,Male,Second Year,Yes,4-6 hours,FALSE,Rarely/Never,Strongly Disagree,No,High,TRUE,Very Satisfied,Always/Most of the time,FALSE,0-1,Strongly Disagree,0 times,TRUE,Yes,< 5 hours,FALSE,0 days,Excellent,No,Moderately worried,Strongly Disagree,No,Moderate,TRUE,Yes,Cousin,No,,,,Ambivert (Neutral),,Yes,FALSE,TRUE,Yes,TRUE,,
16-19,Female,Second Year,Yes,10+ hours,TRUE,Once a week,Disagree,No,Moderate,TRUE,Very Dissatisfied,Often,TRUE,02-Mar,Agree,3-4 times,TRUE,Yes,7-8 hours,FALSE,0 days,Excellent,Yes,Moderately worried,Strongly Disagree,No,Very Low,TRUE,Yes,Guardian,No,,,,Ambivert (Neutral),,No,TRUE,FALSE,No,TRUE,,
20-22,Female,Second Year,Yes,7-9 hours,FALSE,Rarely/Never,Strongly Agree,No,High,TRUE,Satisfied,Always/Most of the time,FALSE,02-Mar,Agree,0 times,TRUE,Yes,9+ hours,FALSE,3-4 days,Fair,No,Not at all worried,Agree,No,High,FALSE,No,Guardian,No,,,,Extrovert,,Yes,FALSE,TRUE,Yes,FALSE,,
16-19,Female,Second Year,Yes,4-6 hours,TRUE,Rarely/Never,Disagree,No,Moderate,TRUE,Dissatisfied,Often,FALSE,02-Mar,Strongly Disagree,3-4 times,FALSE,Yes,7-8 hours,FALSE,5+ days,Good,No,Not at all worried,Strongly Disagree,No,High,FALSE,Yes,Guardian,No,,,,Extrovert,,Yes,FALSE,FALSE,Yes,TRUE,,
